request_id,student_id,book_id,loan_date,return_date
3494,4999,12,2019-12-01,2019-12-25
3495,2736,100,2019-10-08,2019-10-27
3496,1323,35,2023-05-20,2023-06-12
3497,4431,21,2023-05-24,2023-06-17
3498,1673,92,2023-08-12,2023-08-20
3499,3602,45,2020-11-05,2020-11-13
3500,4933,43,2024-04-19,2024-05-16
3501,4760,78,2021-11-21,2021-12-13
3502,4160,53,2023-07-26,2023-08-08
3503,3842,43,2024-01-26,2024-02-24
3504,1357,56,2022-12-11,2022-12-31
3505,4514,10,2019-11-09,2019-11-26
3506,4686,91,2022-12-01,2022-12-15
3507,3491,61,2021-05-31,2021-06-19
3508,3427,36,2019-07-31,2019-08-23
3509,3960,42,2021-07-21,2021-08-17
3510,2634,17,2023-01-06,2023-02-03
3511,1770,82,2022-10-03,2022-10-20
3512,3149,19,2024-02-24,2024-03-07
3513,2541,51,2020-11-23,2020-12-01
3514,2054,83,2021-04-17,2021-04-24
3515,3522,42,2022-08-25,2022-09-23
3516,3014,6,2021-07-23,2021-08-20
3517,1561,80,2020-04-28,2020-05-22
3518,4512,28,2023-07-10,2023-07-31
3519,4395,73,2019-07-21,2019-08-17
3520,4537,70,2024-01-15,2024-01-30
3521,2732,16,2019-10-31,2019-11-15
3522,2621,53,2023-01-19,2023-02-18
3523,4050,2,2019-12-18,2020-01-03
3524,2272,25,2019-11-01,2019-11-29
3525,3225,99,2020-06-09,2020-06-17
3526,4067,5,2019-08-23,2019-09-06
3527,3671,19,2019-06-18,2019-07-05
3528,4432,71,2020-11-11,2020-12-09
3529,4015,1,2023-11-30,2023-12-26
3530,2651,14,2019-07-01,2019-07-18
3531,3380,67,2020-08-07,2020-09-04
3532,2892,97,2019-07-04,2019-07-12
3533,2377,11,2019-11-27,2019-12-24
3534,2974,22,2019-12-06,2019-12-13
3535,2023,11,2019-11-05,2019-12-02
3536,2802,35,2023-12-13,2024-01-04
3537,4486,50,2019-09-06,2019-09-21
3538,1859,53,2019-10-24,2019-11-08
3539,1771,88,2020-02-03,2020-02-12
3540,1993,66,2021-04-26,2021-05-05
3541,4633,36,2020-09-13,2020-10-10
3542,5000,26,2019-12-16,2020-01-12
3543,2081,97,2022-11-04,2022-11-16
3544,4336,16,2021-06-14,2021-07-11
3545,4298,36,2021-05-23,2021-06-21
3546,4377,38,2024-02-07,2024-02-15
3547,1021,49,2019-05-21,2019-06-05
3548,3516,26,2023-09-06,2023-10-02
3549,3826,69,2019-05-25,2019-06-11
3550,3197,31,2019-08-06,2019-08-18
3551,4338,23,2019-09-29,2019-10-25
3552,3131,32,2019-10-12,2019-11-02
3553,1848,67,2023-10-16,2023-10-23
3554,1716,47,2021-09-11,2021-09-21
3555,4905,19,2020-12-27,2021-01-12
3556,3855,93,2022-12-12,2022-12-31
3557,3838,20,2021-11-30,2021-12-10
3558,3158,56,2020-10-02,2020-10-30
3559,2568,44,2023-07-30,2023-08-18
3560,3826,15,2023-05-18,2023-06-06
3561,3714,87,2020-12-19,2021-01-06
3562,1395,78,2021-01-26,2021-02-15
3563,4502,29,2019-06-21,2019-07-19
3564,2598,7,2020-05-27,2020-06-20
3565,4752,80,2022-03-29,2022-04-07
3566,2165,97,2023-08-05,2023-08-26
3567,1488,65,2022-12-06,2022-12-19
3568,2744,98,2022-03-26,2022-04-19
3569,1188,62,2022-02-15,2022-02-22
3570,3361,56,2023-07-14,2023-08-13
3571,3023,44,2022-06-22,2022-07-18
3572,2475,85,2022-09-28,2022-10-22
3573,4527,91,2021-01-23,2021-02-12
3574,2598,62,2020-01-20,2020-02-01
3575,2265,1,2024-04-20,2024-05-19
3576,4423,26,2023-12-01,2023-12-18
3577,1818,34,2023-01-18,2023-02-06
3578,1229,84,2023-12-13,2024-01-09
3579,4530,35,2022-04-13,2022-04-23
3580,4577,82,2023-11-19,2023-11-28
3581,4280,9,2023-05-19,2023-05-27
3582,4012,81,2023-09-17,2023-10-15
3583,1294,24,2020-04-29,2020-05-14
3584,1892,97,2021-11-24,2021-12-09
3585,4024,52,2024-02-29,2024-03-29
3586,4032,4,2022-05-04,2022-05-25
3587,2441,47,2020-05-19,2020-06-16
3588,1291,34,2023-09-27,2023-10-13
3589,2145,69,2024-05-09,2024-05-25
3590,1004,92,2021-08-16,2021-08-29
3591,1994,68,2022-12-07,2023-01-01
3592,3847,54,2020-03-11,2020-04-10
3593,3347,2,2022-02-14,2022-02-27
3594,4557,6,2021-10-28,2021-11-13
3595,4148,29,2022-10-30,2022-11-07
3596,1796,29,2021-01-16,2021-02-05
3597,2845,25,2021-12-05,2021-12-19
3598,4641,67,2022-10-13,2022-11-04
3599,2828,82,2024-04-16,2024-04-27
3600,1146,93,2020-12-21,2021-01-10
3601,1342,67,2022-07-18,2022-08-06
3602,1056,6,2022-02-08,2022-02-18
3603,2401,85,2024-05-07,2024-05-22
3604,1149,36,2023-11-21,2023-12-03
3605,1622,52,2023-10-12,2023-10-23
3606,2116,22,2023-01-04,2023-02-03
3607,1195,17,2024-05-08,2024-05-28
3608,1396,89,2023-12-05,2023-12-16
3609,2353,74,2021-03-22,2021-04-06
3610,4296,48,2022-07-27,2022-08-26
3611,2369,31,2023-07-19,2023-08-01
3612,2885,77,2023-04-21,2023-04-28
3613,4785,93,2023-01-04,2023-01-26
3614,3869,45,2024-04-06,2024-04-17
3615,4494,7,2022-10-27,2022-11-06
3616,1348,26,2021-01-08,2021-01-30
3617,3642,81,2019-09-22,2019-09-29
3618,4724,71,2019-07-22,2019-08-04
3619,4375,68,2021-05-18,2021-06-14
3620,3570,71,2023-11-17,2023-12-08
3621,1562,66,2021-02-28,2021-03-18
3622,1204,76,2021-11-15,2021-11-29
3623,2607,33,2023-04-01,2023-04-20
3624,2251,30,2020-07-25,2020-08-13
3625,2959,57,2023-11-29,2023-12-17
3626,4332,2,2023-02-07,2023-02-28
3627,1184,94,2021-06-04,2021-06-13
3628,4514,74,2021-02-12,2021-03-14
3629,3734,20,2019-06-16,2019-07-16
3630,3746,98,2024-04-26,2024-05-23
3631,3214,27,2024-04-29,2024-05-09
3632,2767,100,2022-01-03,2022-01-15
3633,2101,67,2023-02-16,2023-03-11
3634,4470,85,2022-02-20,2022-03-17
3635,2477,80,2023-04-25,2023-05-16
3636,1947,72,2021-12-02,2021-12-11
3637,1376,31,2023-06-02,2023-06-14
3638,2057,81,2023-05-03,2023-05-31
3639,3598,35,2024-02-10,2024-02-22
3640,4836,10,2022-07-30,2022-08-22
3641,2456,84,2022-05-30,2022-06-10
3642,3636,32,2022-12-28,2023-01-10
3643,1484,98,2023-07-28,2023-08-18
3644,3740,21,2019-11-26,2019-12-20
3645,1423,27,2022-12-11,2023-01-08
3646,1973,24,2020-08-22,2020-09-09
3647,4304,28,2023-02-02,2023-02-19
3648,3112,56,2023-12-04,2023-12-30
3649,3927,76,2021-12-16,2022-01-07
3650,4168,9,2022-03-15,2022-04-12
3651,4870,2,2024-04-11,2024-05-06
3652,4266,45,2021-07-28,2021-08-18
3653,4159,79,2020-08-28,2020-09-16
3654,2023,84,2020-08-07,2020-08-30
3655,1231,85,2023-10-21,2023-11-12
3656,1534,56,2020-12-21,2021-01-11
3657,4803,28,2019-11-05,2019-11-15
3658,3514,4,2022-04-24,2022-05-20
3659,3275,3,2022-06-04,2022-06-14
3660,3427,64,2019-05-20,2019-05-28
3661,4285,41,2023-07-06,2023-07-21
3662,4094,15,2021-02-19,2021-03-13
3663,1220,84,2019-06-14,2019-06-23
3664,1562,24,2020-10-01,2020-10-21
3665,3669,61,2019-11-23,2019-12-20
3666,1905,39,2023-09-03,2023-09-28
3667,2973,99,2019-06-22,2019-07-02
3668,2095,13,2020-03-15,2020-04-01
3669,3691,16,2023-05-19,2023-06-06
3670,3916,45,2020-08-02,2020-08-24
3671,2367,25,2024-04-18,2024-05-08
3672,1878,17,2020-04-28,2020-05-08
3673,1648,65,2023-09-26,2023-10-05
3674,4077,78,2024-01-06,2024-02-01
3675,1417,39,2021-01-23,2021-02-17
3676,1141,73,2019-09-09,2019-09-29
3677,3608,43,2022-11-01,2022-11-12
3678,3498,16,2022-08-22,2022-09-01
3679,4825,83,2019-05-19,2019-06-18
3680,2751,60,2021-10-07,2021-10-15
3681,2592,93,2020-06-30,2020-07-14
3682,4793,94,2020-01-26,2020-02-16
3683,4242,94,2020-12-30,2021-01-10
3684,4282,36,2020-04-14,2020-04-23
3685,3217,52,2021-06-06,2021-06-29
3686,3890,90,2022-08-20,2022-09-07
3687,4683,82,2019-12-27,2020-01-12
3688,3629,11,2020-04-29,2020-05-16
3689,2147,47,2021-08-06,2021-08-18
3690,1327,55,2020-06-03,2020-06-10
3691,2110,70,2020-01-11,2020-01-20
3692,3066,66,2022-06-08,2022-06-19
3693,3364,97,2022-11-08,2022-11-15
3694,3620,22,2019-11-19,2019-11-27
3695,2342,78,2021-05-11,2021-06-03
3696,3598,29,2020-11-08,2020-11-30
3697,3087,21,2020-10-13,2020-11-08
3698,4701,85,2023-12-10,2024-01-03
3699,3497,74,2020-01-21,2020-02-13
3700,3462,22,2019-10-20,2019-11-07
3701,4298,88,2021-11-27,2021-12-07
3702,3792,16,2022-09-25,2022-10-09
3703,2435,87,2021-04-08,2021-04-18
3704,3748,44,2022-09-06,2022-09-24
3705,1589,91,2022-02-12,2022-03-08
3706,4933,93,2020-01-09,2020-01-28
3707,4537,32,2019-06-23,2019-07-06
3708,3338,28,2019-10-20,2019-11-16
3709,1653,36,2022-05-18,2022-06-10
3710,4769,61,2021-08-03,2021-08-10
3711,4921,11,2020-02-10,2020-03-06
3712,1991,72,2023-01-01,2023-01-18
3713,1924,16,2023-09-03,2023-09-13
3714,3315,68,2023-10-01,2023-10-13
3715,1642,63,2019-05-14,2019-06-06
3716,4654,97,2020-05-22,2020-06-05
3717,4333,10,2021-09-23,2021-10-12
3718,4035,1,2023-06-01,2023-06-21
3719,1692,60,2021-05-20,2021-06-11
3720,3462,37,2021-11-12,2021-12-01
3721,2566,54,2021-06-30,2021-07-07
3722,2289,36,2023-04-28,2023-05-28
3723,2368,62,2019-07-24,2019-08-19
3724,4210,31,2022-12-28,2023-01-20
3725,4285,55,2023-08-27,2023-09-24
3726,4446,90,2023-10-30,2023-11-26
3727,1412,5,2022-09-12,2022-10-12
3728,1597,94,2019-08-16,2019-09-12
3729,3504,36,2020-09-19,2020-09-26
3730,2553,12,2021-05-19,2021-06-12
3731,2943,43,2019-10-30,2019-11-17
3732,2166,35,2020-10-21,2020-11-01
3733,4417,34,2021-11-13,2021-12-05
3734,1844,11,2020-01-05,2020-01-30
3735,4769,59,2019-06-06,2019-06-30
3736,1914,23,2019-06-07,2019-06-28
3737,4283,45,2020-09-25,2020-10-25
3738,3444,6,2020-12-08,2021-01-06
3739,4234,89,2023-10-03,2023-10-30
3740,4332,16,2022-10-01,2022-10-17
3741,2595,89,2019-06-10,2019-06-19
3742,1158,83,2021-11-14,2021-12-13
3743,2646,72,2022-02-11,2022-02-25
3744,3705,67,2021-02-19,2021-03-08
3745,3207,51,2021-10-18,2021-11-16
3746,2899,55,2020-08-27,2020-09-18
3747,4466,6,2023-06-23,2023-07-08
3748,2444,84,2024-03-18,2024-04-08
3749,2524,17,2021-08-16,2021-08-30
3750,4414,78,2022-01-11,2022-01-30
3751,4251,56,2020-08-22,2020-09-21
3752,2178,61,2022-09-28,2022-10-23
3753,3274,80,2021-11-18,2021-11-26
3754,3805,49,2023-12-03,2023-12-31
3755,1903,57,2022-10-11,2022-11-08
3756,1366,70,2022-07-13,2022-08-01
3757,2750,23,2022-03-05,2022-03-24
3758,4363,34,2021-11-04,2021-11-27
3759,1417,5,2023-12-13,2024-01-01
3760,1161,51,2021-10-22,2021-11-03
3761,1993,71,2019-11-12,2019-12-05
3762,2145,72,2022-09-20,2022-10-07
3763,1230,9,2021-10-21,2021-11-18
3764,1902,73,2020-05-31,2020-06-20
3765,1750,94,2022-05-21,2022-06-20
3766,4133,7,2023-07-08,2023-07-17
3767,1673,17,2022-05-27,2022-06-07
3768,1846,15,2023-09-04,2023-09-29
3769,1533,73,2023-10-17,2023-11-13
3770,2905,72,2020-08-30,2020-09-27
3771,1089,61,2021-09-28,2021-10-19
3772,3920,70,2022-05-10,2022-05-25
3773,4657,19,2022-01-02,2022-01-18
3774,2809,84,2023-03-23,2023-04-01
3775,1010,61,2020-07-13,2020-07-25
3776,3413,75,2023-12-15,2023-12-28
3777,1944,21,2021-11-10,2021-11-18
3778,2715,48,2021-06-19,2021-07-18
3779,4377,39,2019-10-12,2019-10-28
3780,3265,75,2023-07-09,2023-07-30
3781,1074,38,2023-02-04,2023-03-05
3782,1783,52,2020-05-22,2020-06-17
3783,3629,52,2023-06-30,2023-07-10
3784,3547,24,2023-04-14,2023-05-02
3785,1287,10,2022-07-12,2022-07-21
3786,3828,64,2022-01-13,2022-02-09
3787,1466,93,2023-06-27,2023-07-27
3788,1048,7,2019-07-08,2019-07-28
3789,3656,88,2023-09-21,2023-10-15
3790,2752,73,2023-08-10,2023-09-08
3791,3671,37,2019-06-21,2019-07-03
3792,1662,99,2023-09-21,2023-10-09
3793,3226,87,2022-12-13,2022-12-29
3794,2352,36,2019-06-18,2019-07-02
3795,4625,85,2021-11-03,2021-12-03
3796,2102,76,2022-12-10,2023-01-08
3797,2795,98,2021-09-14,2021-10-10
3798,4324,97,2022-03-25,2022-04-11
3799,2356,30,2021-10-06,2021-10-21
3800,2449,20,2019-07-18,2019-08-15
3801,1968,65,2021-08-24,2021-09-18
3802,1220,92,2023-11-17,2023-12-04
3803,2080,11,2023-03-19,2023-04-09
3804,2641,52,2022-09-07,2022-09-23
3805,3625,10,2020-06-26,2020-07-15
3806,1774,27,2019-07-20,2019-07-31
3807,3447,92,2021-04-13,2021-05-11
3808,3510,38,2023-12-29,2024-01-26
3809,4762,79,2021-09-26,2021-10-18
3810,1926,10,2024-04-27,2024-05-04
3811,4573,100,2019-12-13,2020-01-03
3812,3402,66,2022-12-01,2022-12-26
3813,4775,18,2020-09-27,2020-10-11
3814,4328,23,2021-06-28,2021-07-09
3815,4257,16,2021-12-23,2022-01-16
3816,3520,25,2022-10-16,2022-10-24
3817,3426,38,2024-03-18,2024-03-28
3818,1639,79,2021-02-18,2021-03-14
3819,3439,59,2022-08-03,2022-08-27
3820,4149,44,2022-03-05,2022-04-02
3821,2787,19,2023-01-30,2023-02-24
3822,1783,10,2022-02-16,2022-03-05
3823,1512,46,2021-04-23,2021-05-17
3824,2771,60,2019-07-11,2019-08-09
3825,2451,80,2024-01-23,2024-02-15
3826,3746,58,2020-08-29,2020-09-16
3827,3179,60,2021-02-14,2021-03-08
3828,4976,10,2021-07-18,2021-08-08
3829,2852,58,2023-03-01,2023-03-09
3830,4892,14,2020-12-20,2020-12-27
3831,3380,58,2020-11-17,2020-12-10
3832,2783,47,2023-02-14,2023-03-14
3833,3020,37,2023-09-22,2023-10-15
3834,3969,96,2022-11-28,2022-12-28
3835,2567,4,2019-08-19,2019-08-27
3836,1312,91,2020-05-04,2020-05-16
3837,2166,45,2023-05-12,2023-06-05
3838,4136,13,2020-02-16,2020-03-16
3839,4846,70,2023-03-14,2023-04-09
3840,4882,33,2022-10-22,2022-11-09
3841,3598,65,2022-05-21,2022-05-30
3842,4016,31,2023-12-03,2023-12-22
3843,2988,73,2021-05-19,2021-05-31
3844,3481,9,2022-03-24,2022-04-05
3845,3156,77,2021-12-31,2022-01-07
3846,2677,19,2022-05-04,2022-05-29
3847,1242,12,2020-01-10,2020-01-31
3848,4765,52,2023-03-29,2023-04-20
3849,4057,36,2020-10-21,2020-11-03
3850,2679,32,2022-12-08,2022-12-20
3851,1595,95,2022-09-06,2022-10-05
3852,1787,1,2022-08-30,2022-09-25
3853,2184,59,2023-08-03,2023-08-12
3854,2094,35,2020-06-23,2020-07-07
3855,2014,87,2020-08-21,2020-09-11
3856,2641,98,2021-11-17,2021-11-24
3857,3073,15,2020-02-17,2020-03-18
3858,1107,15,2022-10-02,2022-10-23
3859,3311,97,2022-06-05,2022-06-28
3860,1107,94,2021-09-11,2021-10-01
3861,2957,9,2023-04-12,2023-05-09
3862,3725,94,2022-03-14,2022-03-29
3863,1816,46,2024-05-07,2024-06-04
3864,4816,98,2023-07-23,2023-08-22
3865,4496,42,2022-11-09,2022-11-21
3866,1563,68,2023-09-19,2023-10-11
3867,1214,53,2020-08-15,2020-09-11
3868,1772,54,2020-06-11,2020-06-18
3869,1352,65,2022-02-12,2022-02-26
3870,2014,11,2023-02-22,2023-03-19
3871,4826,2,2023-04-16,2023-04-30
3872,3567,77,2019-06-08,2019-06-18
3873,2977,43,2023-01-08,2023-01-29
3874,4397,87,2022-08-11,2022-08-31
3875,1920,26,2021-03-22,2021-04-12
3876,3607,78,2021-11-25,2021-12-13
3877,4332,65,2021-05-29,2021-06-12
3878,3451,72,2022-01-18,2022-02-05
3879,2243,12,2021-03-16,2021-03-31
3880,4232,58,2020-12-22,2021-01-16
3881,4652,74,2022-05-08,2022-05-18
3882,1250,33,2019-09-29,2019-10-24
3883,1558,25,2019-12-07,2019-12-24
3884,2147,81,2024-03-08,2024-03-23
3885,3576,2,2021-06-09,2021-06-17
3886,3552,54,2020-07-16,2020-07-26
3887,2639,35,2021-07-13,2021-07-30
3888,1151,74,2021-04-18,2021-05-01
3889,3981,69,2024-01-16,2024-01-31
3890,1897,61,2024-02-08,2024-03-03
3891,4560,43,2020-04-15,2020-05-15
3892,4994,83,2020-01-02,2020-01-23
3893,2249,34,2023-01-19,2023-01-29
3894,1673,7,2023-07-02,2023-07-14
3895,4075,57,2024-01-17,2024-02-11
3896,2721,36,2021-04-18,2021-04-29
3897,1386,38,2020-03-12,2020-04-05
3898,1177,29,2021-03-11,2021-03-31
3899,1741,45,2020-11-18,2020-12-13
3900,3250,47,2020-04-16,2020-05-13
3901,4740,96,2019-10-30,2019-11-28
3902,2122,31,2023-01-02,2023-01-30
3903,4819,98,2023-09-08,2023-10-01
3904,3458,19,2022-11-19,2022-12-02
3905,2047,42,2021-11-15,2021-12-06
3906,4806,37,2022-01-16,2022-02-14
3907,1044,7,2022-11-18,2022-11-29
3908,4001,31,2019-12-29,2020-01-16
3909,2039,60,2020-12-01,2020-12-24
3910,3070,41,2023-01-11,2023-02-07
3911,2311,4,2022-12-01,2022-12-22
3912,4717,46,2020-01-05,2020-02-01
3913,2041,55,2021-01-20,2021-01-28
3914,1250,55,2019-05-17,2019-06-15
3915,1664,26,2023-04-11,2023-05-02
3916,1225,9,2020-06-25,2020-07-10
3917,2112,59,2019-12-28,2020-01-06
3918,2958,12,2021-11-26,2021-12-22
3919,3592,23,2024-02-05,2024-03-04
3920,4613,53,2023-11-12,2023-12-11
3921,2174,20,2020-01-16,2020-01-25
3922,2638,64,2022-12-02,2022-12-12
3923,2677,74,2020-10-03,2020-10-23
3924,3866,41,2019-08-25,2019-09-19
3925,4978,28,2019-12-14,2019-12-25
3926,1592,1,2021-04-21,2021-05-13
3927,2826,96,2020-09-05,2020-09-12
3928,4968,23,2023-08-04,2023-08-31
3929,1491,4,2024-01-24,2024-02-06
3930,3828,41,2020-04-27,2020-05-09
3931,2650,59,2021-11-09,2021-11-20
3932,2422,5,2020-05-12,2020-05-25
3933,1923,63,2020-07-29,2020-08-20
3934,4716,13,2022-07-10,2022-07-23
3935,3767,85,2019-10-12,2019-11-03
3936,4280,69,2023-12-18,2023-12-31
3937,4246,64,2023-11-19,2023-12-13
3938,1445,6,2023-11-02,2023-11-11
3939,1680,1,2019-12-09,2019-12-25
3940,2708,15,2020-12-01,2020-12-23
3941,2281,31,2020-07-19,2020-08-07
3942,1112,19,2020-07-15,2020-08-03
3943,1272,43,2022-10-02,2022-10-29
3944,3963,8,2023-02-11,2023-03-03
3945,4142,83,2023-10-11,2023-10-19
3946,4585,57,2021-10-29,2021-11-09
3947,1348,13,2023-02-19,2023-03-17
3948,1121,90,2023-07-12,2023-08-01
3949,2849,40,2022-04-07,2022-05-02
3950,2404,5,2019-07-10,2019-07-23
3951,2279,81,2024-01-20,2024-02-09
3952,2998,13,2023-04-19,2023-05-19
3953,1515,46,2021-12-14,2022-01-05
3954,4810,41,2023-02-04,2023-02-28
3955,2036,74,2022-08-10,2022-08-23
3956,4850,82,2020-04-09,2020-05-01
3957,2123,27,2020-01-09,2020-02-06
3958,2667,90,2021-10-05,2021-10-19
3959,1642,90,2020-09-27,2020-10-13
3960,2352,41,2023-09-25,2023-10-16
3961,2730,26,2020-04-23,2020-05-22
3962,3053,37,2020-12-29,2021-01-15
3963,2476,55,2021-04-15,2021-05-12
3964,4580,93,2021-12-28,2022-01-13
3965,1232,97,2021-06-03,2021-06-27
3966,3908,59,2022-06-23,2022-07-22
3967,1360,6,2023-08-10,2023-08-22
3968,3889,68,2024-03-16,2024-03-24
3969,2846,43,2019-10-14,2019-10-27
3970,3625,23,2023-08-19,2023-09-05
3971,4385,95,2019-08-06,2019-08-27
3972,1978,7,2023-03-14,2023-03-28
3973,1408,55,2022-10-03,2022-10-31
3974,2290,48,2022-03-10,2022-04-06
3975,4422,85,2019-12-02,2019-12-27
3976,1716,59,2019-08-06,2019-08-20
3977,1102,99,2023-02-27,2023-03-10
3978,2934,89,2019-05-23,2019-06-03
3979,2969,79,2023-10-02,2023-10-28
3980,2883,49,2022-05-29,2022-06-05
3981,4214,84,2022-04-05,2022-04-21
3982,3463,83,2023-02-24,2023-03-08
3983,2505,57,2019-10-20,2019-11-18
3984,2738,53,2019-08-17,2019-09-07
3985,1372,52,2019-12-09,2020-01-04
3986,1217,99,2019-11-18,2019-12-18
3987,2884,94,2023-08-31,2023-09-09
3988,3119,66,2021-01-19,2021-02-15
3989,4332,7,2020-07-12,2020-07-25
3990,2784,68,2021-11-28,2021-12-28
3991,1319,50,2019-12-27,2020-01-04
3992,2004,51,2020-06-03,2020-06-19
3993,1929,97,2021-09-07,2021-09-21
3994,1920,31,2024-01-18,2024-02-16
3995,2747,52,2020-11-06,2020-11-26
3996,3818,64,2023-05-25,2023-06-04
3997,3573,87,2022-07-14,2022-07-25
3998,2649,53,2021-01-22,2021-02-04
3999,4844,14,2020-11-07,2020-11-19
4000,4406,90,2020-11-04,2020-11-24
4001,2594,88,2019-05-30,2019-06-21
4002,2230,9,2019-10-05,2019-10-29
4003,4654,45,2022-09-07,2022-09-21
4004,1738,13,2021-11-25,2021-12-24
4005,1531,22,2020-04-25,2020-05-08
4006,4090,15,2022-10-29,2022-11-22
4007,3777,60,2021-09-10,2021-09-24
4008,1377,54,2023-03-08,2023-03-26
4009,1748,40,2023-03-30,2023-04-23
4010,2393,60,2023-09-13,2023-09-25
4011,4276,17,2020-05-21,2020-06-08
4012,3048,7,2022-11-15,2022-12-14
4013,1057,72,2021-06-21,2021-07-10
4014,4354,53,2019-08-07,2019-09-04
4015,4881,32,2021-02-27,2021-03-26
4016,2116,4,2021-02-15,2021-03-16
4017,4883,42,2020-04-29,2020-05-11
4018,3230,5,2023-12-11,2024-01-08
4019,4658,57,2019-10-07,2019-10-25
4020,3948,26,2019-08-31,2019-09-28
4021,3647,87,2023-03-04,2023-03-15
4022,2156,55,2022-07-21,2022-08-15
4023,1952,72,2022-12-20,2023-01-04
4024,1625,77,2023-07-06,2023-07-27
4025,1968,92,2020-06-05,2020-06-20
4026,2172,15,2020-02-12,2020-02-26
4027,2342,79,2019-11-11,2019-12-08
4028,2897,83,2021-01-23,2021-02-13
4029,2521,82,2023-08-19,2023-09-09
4030,1463,45,2023-12-07,2023-12-15
4031,1757,76,2019-07-12,2019-08-11
4032,4219,26,2023-02-01,2023-02-18
4033,2699,54,2022-11-24,2022-12-07
4034,2596,5,2023-05-21,2023-06-16
4035,4255,14,2021-07-11,2021-07-27
4036,2540,94,2020-01-14,2020-01-26
4037,2076,7,2024-02-10,2024-03-05
4038,3314,31,2020-09-29,2020-10-19
4039,2572,35,2022-12-16,2023-01-01
4040,3126,18,2023-01-01,2023-01-11
4041,1148,91,2021-11-21,2021-12-03
4042,2143,47,2024-05-08,2024-05-29
4043,3043,44,2021-04-23,2021-05-22
4044,4138,13,2020-10-15,2020-11-14
4045,1928,38,2022-12-31,2023-01-25
4046,4250,6,2020-05-27,2020-06-18
4047,4025,52,2020-02-21,2020-03-16
4048,1061,13,2019-12-15,2020-01-10
4049,3010,10,2019-07-20,2019-08-09
4050,4999,62,2023-05-06,2023-06-05
4051,1732,71,2021-05-03,2021-05-19
4052,1306,3,2022-01-08,2022-01-20
4053,1852,92,2020-05-31,2020-06-08
4054,2045,96,2022-11-26,2022-12-25
4055,3833,55,2021-12-15,2022-01-09
4056,3836,71,2024-01-03,2024-01-28
4057,2046,27,2021-02-08,2021-03-09
4058,4358,87,2023-09-04,2023-09-21
4059,3568,48,2020-02-22,2020-03-19
4060,1762,53,2020-06-10,2020-06-27
4061,4282,2,2023-07-29,2023-08-13
4062,4005,19,2019-08-25,2019-09-05
4063,1946,15,2021-01-26,2021-02-06
4064,1919,34,2020-05-29,2020-06-21
4065,3094,100,2024-03-10,2024-04-07
4066,4809,96,2020-05-07,2020-06-01
4067,4784,86,2021-03-07,2021-03-31
4068,4271,97,2023-03-14,2023-04-05
4069,3414,97,2021-09-30,2021-10-21
4070,4536,36,2024-04-05,2024-04-27
4071,2101,1,2022-03-23,2022-04-05
4072,2217,17,2020-04-27,2020-05-16
4073,1208,7,2019-12-26,2020-01-15
4074,1302,41,2019-10-28,2019-11-08
4075,2839,31,2020-04-06,2020-05-06
4076,1535,86,2021-05-08,2021-05-24
4077,3799,82,2020-12-14,2020-12-27
4078,1521,9,2020-01-06,2020-01-13
4079,3667,52,2021-08-13,2021-09-11
4080,3295,22,2023-08-21,2023-09-19
4081,4078,38,2019-11-13,2019-12-07
4082,3479,85,2019-12-05,2020-01-01
4083,4587,25,2020-02-19,2020-03-06
4084,4843,68,2021-10-17,2021-10-31
4085,2163,27,2022-11-04,2022-11-14
4086,3651,87,2021-06-16,2021-07-11
4087,4520,91,2020-09-11,2020-09-18
4088,3136,35,2019-09-27,2019-10-11
4089,1326,69,2022-05-22,2022-05-30
4090,3603,95,2021-03-16,2021-04-07
4091,4550,57,2020-04-13,2020-04-30
4092,1948,97,2024-04-13,2024-05-07
4093,2070,39,2020-05-01,2020-05-08
4094,3397,15,2020-04-13,2020-04-26
4095,4765,46,2023-10-28,2023-11-26
4096,3639,28,2019-09-01,2019-10-01
4097,2003,85,2020-02-16,2020-02-28
4098,1344,58,2022-12-02,2022-12-29
4099,2268,72,2023-09-22,2023-10-21
4100,1996,24,2021-07-30,2021-08-22
4101,1453,17,2022-11-21,2022-12-11
4102,3462,66,2023-05-06,2023-05-13
4103,4703,71,2023-08-10,2023-09-08
4104,4245,36,2021-02-08,2021-02-18
4105,4837,99,2023-11-14,2023-12-13
4106,1074,68,2019-10-30,2019-11-18
4107,2079,2,2022-06-02,2022-06-13
4108,3635,29,2022-08-07,2022-08-22
4109,2984,35,2020-05-15,2020-06-12
4110,1879,31,2019-12-07,2019-12-17
4111,2119,13,2020-09-15,2020-09-28
4112,2128,90,2022-08-23,2022-09-02
4113,2774,13,2019-08-12,2019-08-28
4114,3919,13,2020-06-12,2020-07-02
4115,4961,71,2023-10-22,2023-11-05
4116,1587,31,2021-04-12,2021-04-28
4117,1866,17,2022-08-13,2022-09-12
4118,4614,93,2020-11-07,2020-11-16
4119,2791,44,2024-01-11,2024-01-27
4120,1197,44,2020-01-05,2020-02-03
4121,3053,66,2020-07-19,2020-08-05
4122,3230,94,2021-01-17,2021-02-01
4123,4034,91,2020-02-14,2020-02-21
4124,2740,36,2022-02-03,2022-03-03
4125,4708,54,2019-09-27,2019-10-13
4126,4957,92,2022-09-03,2022-09-18
4127,1556,83,2019-07-06,2019-07-14
4128,3991,71,2024-03-18,2024-04-16
