request_id,student_id,book_id,loan_date
9509,2967,36286,2020-08-30
9510,3203,37860,2019-05-24
9511,3712,14387,2016-02-28
9512,3869,22828,2023-08-08
9513,2187,39935,2016-12-02
9514,4355,9964,2015-05-31
9515,3179,31953,2017-05-20
9516,1134,2226,2019-10-03
9517,3304,5021,2018-12-02
9518,3998,23260,2021-01-08
9519,2976,11252,2015-03-19
9520,4330,48047,2016-02-09
9521,2290,41309,2022-05-29
9522,1866,36828,2014-12-21
9523,1711,10826,2018-08-18
9524,2275,19698,2016-04-15
9525,944,9562,2017-05-02
9526,242,25646,2019-02-13
9527,3359,15007,2017-12-31
9528,3045,42030,2022-11-29
9529,4820,20031,2017-01-29
9530,3409,41489,2014-09-05
9531,995,49687,2018-01-18
9532,2353,1605,2017-08-11
9533,4577,25994,2022-08-21
9534,2047,25088,2015-03-23
9535,3715,25966,2015-08-31
9536,1678,35305,2016-10-23
9537,809,2038,2022-06-14
9538,2759,23433,2015-11-16
9539,3788,21283,2016-09-23
9540,1092,15485,2017-02-27
9541,1033,46725,2022-09-20
9542,1890,16383,2016-12-31
9543,2032,12846,2020-07-10
9544,4007,33939,2016-11-20
9545,1507,41971,2019-04-14
9546,4460,20834,2020-02-15
9547,2695,25472,2017-06-30
9548,1621,19610,2018-11-27
9549,4132,15993,2015-02-14
9550,4320,15541,2023-06-08
9551,960,31605,2017-04-21
9552,1730,38477,2018-02-13
9553,502,34235,2020-03-04
9554,1938,37420,2019-10-02
9555,2941,15976,2023-04-05
9556,4381,13894,2023-02-04
9557,4403,13289,2018-07-27
9558,3292,11078,2022-01-10
9559,1130,49917,2020-09-30
9560,1395,11647,2017-10-22
9561,955,40504,2020-02-19
9562,317,37218,2018-06-13
9563,4535,41544,2018-02-02
9564,3644,48351,2014-06-10
9565,1565,35347,2023-11-02
9566,4195,45463,2022-10-20
9567,4023,23226,2018-10-17
9568,658,36519,2014-06-10
9569,4235,6369,2023-05-28
9570,3010,34611,2017-07-07
9571,2622,28292,2021-02-28
9572,2928,30319,2024-01-14
9573,4099,12050,2016-07-06
9574,4288,24335,2022-05-21
9575,4516,17895,2021-03-01
9576,2970,27549,2022-06-12
9577,4679,28735,2024-02-10
9578,4515,5073,2014-06-24
9579,3055,14896,2016-03-03
9580,3550,48537,2024-01-01
9581,351,10329,2015-06-11
9582,4220,29324,2024-01-08
9583,2391,42629,2022-02-17
9584,184,16908,2021-07-17
9585,1030,18774,2015-10-06
9586,2318,25126,2019-10-01
9587,920,12691,2017-02-04
9588,3979,7602,2016-01-29
9589,1272,13275,2023-11-30
9590,1637,5114,2018-09-24
9591,2099,22332,2017-03-18
9592,2697,19020,2021-07-27
9593,2107,38952,2020-08-08
9594,4304,16837,2017-11-18
9595,1203,5648,2022-11-28
9596,1014,36687,2022-01-21
9597,3581,2367,2021-05-17
9598,1199,10888,2014-10-05
9599,3662,49569,2018-05-22
9600,3698,2943,2017-11-22
9601,2856,31291,2016-08-28
9602,371,47716,2015-04-30
9603,87,39405,2016-07-07
9604,1664,27381,2022-02-09
9605,4038,6266,2017-04-03
9606,3325,4499,2015-11-02
9607,2217,17645,2021-04-15
9608,1327,48179,2018-10-22
9609,4111,20440,2021-03-26
9610,4130,11627,2017-11-29
9611,2344,1863,2022-11-28
9612,3802,21108,2020-07-14
9613,3279,12165,2016-04-16
9614,2489,27723,2016-05-03
9615,4618,43518,2018-07-11
9616,528,24469,2014-06-18
9617,937,40461,2023-09-03
9618,292,4516,2020-03-22
9619,2496,13074,2018-07-07
9620,3323,15567,2022-11-26
9621,1636,45429,2015-06-05
9622,3593,41412,2016-03-31
9623,2920,20107,2022-06-05
9624,4111,38633,2017-05-17
9625,2357,37882,2014-06-01
9626,410,14219,2019-03-13
9627,2622,49690,2022-10-21
9628,683,46029,2021-05-22
9629,3625,8835,2017-09-24
9630,3695,23851,2022-12-16
9631,1921,23785,2016-08-12
9632,2079,37458,2015-09-25
9633,2743,11767,2016-06-24
9634,268,2409,2016-03-25
9635,750,49116,2016-03-05
9636,4769,14365,2016-07-29
9637,3935,17742,2021-01-28
9638,34,15951,2023-12-15
9639,3575,23079,2019-10-22
9640,2430,25240,2016-07-12
9641,4565,27123,2017-01-26
9642,4667,14389,2020-10-08
9643,654,19744,2022-12-09
9644,1940,12885,2023-10-25
9645,3237,14483,2019-04-07
9646,3504,4688,2019-10-02
9647,1383,39470,2024-05-04
9648,2175,47246,2018-05-15
9649,4807,41145,2018-08-24
9650,840,47176,2020-10-13
9651,3163,28880,2014-06-06
9652,4177,12753,2017-08-22
9653,4919,47161,2019-12-23
9654,4512,30083,2015-06-09
9655,4532,12024,2018-11-04
9656,891,20962,2019-10-31
9657,1814,2723,2017-06-17
9658,267,17708,2022-11-10
9659,1836,1836,2022-12-15
9660,513,32103,2020-04-27
9661,4990,40968,2019-07-11
9662,797,29524,2021-03-12
9663,4854,36824,2016-12-13
9664,1265,969,2015-11-07
9665,2592,39825,2021-06-22
9666,677,33675,2023-03-09
9667,174,2927,2024-05-16
9668,3286,47788,2019-06-09
9669,1402,35729,2022-03-28
9670,4722,46082,2018-03-09
9671,1260,28136,2020-05-12
9672,1058,2303,2022-11-12
9673,4449,40160,2015-06-06
9674,2400,33862,2021-01-10
9675,1280,40873,2016-11-25
9676,4026,42177,2018-10-16
9677,1532,43494,2018-04-25
9678,1324,18419,2015-08-09
9679,2958,27284,2016-08-24
9680,2389,49316,2016-12-28
9681,3366,718,2018-01-27
9682,3548,18652,2021-02-28
9683,2086,23429,2020-01-17
9684,199,37220,2015-12-18
9685,1126,20010,2023-10-24
9686,1429,13614,2018-05-10
9687,1406,10556,2020-08-18
9688,976,48058,2022-02-25
9689,1318,14889,2016-09-12
9690,20,42811,2021-01-20
9691,1578,16564,2020-04-27
9692,4162,14258,2018-01-12
9693,2937,22853,2015-11-07
9694,4518,27456,2014-09-04
9695,597,38658,2020-05-08
9696,4967,5444,2014-05-22
9697,4418,30070,2022-10-14
9698,2051,10871,2024-03-06
9699,4574,12770,2021-08-26
9700,135,45169,2024-04-04
9701,1525,7713,2022-10-29
9702,2654,43696,2020-05-09
9703,306,25123,2020-07-23
9704,3791,14296,2021-03-06
9705,807,42043,2023-12-08
9706,169,46939,2014-12-19
9707,3798,27924,2019-02-27
9708,3269,36649,2015-07-14
9709,4030,38720,2023-07-23
9710,1901,49360,2021-02-18
9711,2005,47715,2019-11-23
9712,2369,4928,2017-04-20
9713,3704,32121,2018-02-23
9714,3840,8789,2017-02-06
9715,4607,38796,2022-09-30
9716,586,38525,2014-08-28
9717,2722,42281,2018-09-26
9718,4075,4600,2014-09-25
9719,3075,42745,2020-05-28
9720,597,42060,2020-05-25
9721,272,36525,2015-07-01
9722,1665,46506,2017-07-15
9723,3801,21598,2018-08-08
9724,1226,22591,2015-11-09
9725,3329,13791,2018-04-27
9726,2899,46975,2021-06-03
9727,4040,32384,2017-09-02
9728,1753,10663,2015-02-23
9729,352,19945,2014-11-07
9730,898,43466,2024-02-20
9731,2410,45528,2021-12-02
9732,4420,24252,2015-09-03
9733,4209,49468,2023-04-13
9734,2503,35060,2019-12-20
9735,2592,31439,2021-10-22
9736,3343,995,2016-03-29
9737,3964,23559,2015-02-20
9738,3108,34977,2014-08-13
9739,2555,33264,2022-07-09
9740,1703,12101,2022-10-02
9741,3178,24431,2023-02-28
9742,2784,40956,2019-03-19
9743,1432,18760,2016-08-26
9744,3030,18020,2024-05-15
9745,2136,47709,2024-01-26
9746,4077,40778,2022-01-12
9747,771,49975,2017-01-05
9748,2686,20961,2014-11-24
9749,468,45847,2020-10-26
9750,1741,10239,2016-05-04
9751,4529,26849,2017-07-18
9752,143,3549,2020-02-03
9753,1226,28498,2020-05-29
9754,1549,24789,2015-10-02
9755,1642,12764,2017-06-03
9756,755,5259,2017-01-12
9757,1131,2400,2016-04-16
9758,2780,15631,2023-06-24
9759,2341,34587,2020-11-02
9760,2342,35851,2016-03-08
9761,1074,9152,2022-12-15
9762,1551,11099,2021-07-28
9763,4005,12940,2023-10-13
9764,3639,44110,2019-11-01
9765,1772,41079,2022-11-12
9766,2011,18461,2014-06-12
9767,1600,12912,2017-08-11
9768,2135,43428,2020-02-11
9769,1714,6861,2016-03-21
9770,3138,43017,2024-01-12
9771,2543,18668,2019-07-24
9772,4460,44428,2019-07-08
9773,844,33489,2023-12-27
9774,231,44583,2023-04-06
9775,772,43486,2015-12-16
9776,3727,42885,2021-10-15
9777,2544,22494,2016-08-04
9778,156,45857,2015-08-10
9779,1241,1960,2019-04-06
9780,2105,20520,2018-03-16
9781,376,32655,2014-09-12
9782,1369,48368,2017-10-27
9783,499,10679,2018-06-13
9784,3420,14778,2022-07-26
9785,4951,20930,2014-08-18
9786,1295,29954,2019-12-28
9787,1505,39825,2019-11-12
9788,1663,43833,2020-05-13
9789,1672,31949,2021-04-28
9790,4306,23248,2017-06-21
9791,2584,44319,2015-09-26
9792,2068,31584,2016-01-21
9793,2807,30525,2020-04-03
9794,1931,12513,2023-08-20
9795,64,13980,2018-07-05
9796,1532,19396,2014-07-06
9797,2753,23039,2016-04-14
9798,1903,30980,2022-11-21
9799,3956,49083,2017-02-16
9800,3355,31029,2019-01-31
9801,1350,680,2016-04-05
9802,3837,22610,2015-01-31
9803,4323,43243,2023-12-01
9804,4922,43057,2020-12-26
9805,680,44635,2014-08-25
9806,4986,37118,2016-04-04
9807,4150,25666,2020-01-07
9808,2431,13029,2018-07-09
9809,1724,44370,2016-01-16
9810,1535,19105,2021-05-18
9811,2477,28689,2018-12-27
9812,1688,19896,2020-11-04
9813,2724,4222,2019-09-06
9814,1011,41765,2021-09-19
9815,237,27320,2017-11-24
9816,1243,35526,2024-04-28
9817,3981,2871,2022-10-06
9818,1634,18639,2015-10-05
9819,1523,23057,2022-05-07
9820,846,36166,2019-06-06
9821,1023,35179,2016-01-04
9822,105,42374,2023-12-16
9823,2940,31588,2021-03-21
9824,1535,31217,2014-11-23
9825,4314,7621,2015-06-15
9826,3779,43706,2020-12-19
9827,4353,38704,2019-04-17
9828,3197,38598,2016-10-25
9829,1064,23816,2020-07-16
9830,818,23038,2015-09-19
9831,974,42949,2015-05-09
9832,4325,5521,2015-01-13
9833,958,6106,2021-01-08
9834,3822,31022,2022-04-24
9835,1462,19682,2022-02-03
9836,3268,48938,2018-05-10
9837,4841,5611,2024-03-17
9838,3014,1300,2016-06-09
9839,3875,32765,2021-01-19
9840,675,3153,2019-03-19
9841,3069,44767,2022-11-29
9842,180,23297,2020-06-10
9843,4166,14579,2018-07-12
9844,121,44700,2018-10-06
9845,1950,24074,2018-07-24
9846,1873,16018,2021-08-24
9847,568,24820,2022-02-07
9848,2927,8613,2021-01-02
9849,3024,41661,2021-12-18
9850,2013,2727,2019-10-13
9851,2539,47641,2015-09-29
9852,793,6547,2024-03-16
9853,1825,44556,2019-11-19
9854,1355,39522,2019-04-02
9855,3760,11844,2021-02-18
9856,2696,30379,2020-07-19
9857,811,5175,2019-09-21
9858,4207,27920,2022-08-19
9859,539,40953,2016-04-21
9860,1412,30668,2016-01-03
9861,114,2560,2015-06-21
9862,2260,22983,2018-12-11
9863,1500,15935,2023-01-11
9864,4128,34065,2015-10-28
9865,2430,43479,2019-03-12
9866,4451,16596,2021-05-28
9867,3160,11856,2023-10-27
9868,1597,7796,2015-08-10
9869,1409,46348,2023-08-29
9870,3161,43093,2022-06-17
9871,2716,36541,2021-11-26
9872,3607,19242,2015-10-04
9873,1984,23587,2022-03-23
9874,4550,14023,2015-11-27
9875,8,41274,2017-10-24
9876,1366,3391,2016-02-29
9877,735,7139,2014-06-07
9878,2142,5697,2019-05-17
9879,4965,850,2023-01-27
9880,4506,1080,2022-09-01
9881,3703,36104,2016-09-29
9882,3997,44251,2018-08-07
9883,1405,18566,2023-04-21
9884,4063,17751,2015-02-08
9885,4974,41156,2017-09-19
9886,1415,31036,2023-03-09
9887,2557,35087,2016-05-21
9888,1309,39242,2022-01-25
9889,3030,32906,2023-04-08
9890,3117,49651,2015-03-23
9891,232,31917,2015-12-28
9892,3499,46001,2021-12-24
9893,4798,49167,2016-12-11
9894,4498,40712,2022-07-19
9895,1815,35826,2018-04-22
9896,4144,33792,2018-02-18
9897,59,45395,2022-10-17
9898,1858,30332,2023-01-18
9899,44,32622,2022-02-12
9900,256,19529,2021-12-21
9901,965,19184,2017-03-05
9902,4450,41913,2019-01-27
9903,2922,35832,2015-03-04
9904,2759,6616,2015-06-11
9905,4313,18389,2015-02-04
9906,4676,44426,2018-05-05
9907,4960,23709,2019-02-02
9908,425,17775,2022-10-30
9909,1590,42152,2020-09-09
9910,2427,10622,2019-11-14
9911,4709,15288,2020-04-29
9912,4375,21243,2019-03-22
9913,964,17961,2022-10-04
9914,849,8685,2016-05-15
9915,1580,10714,2019-10-18
9916,3609,37336,2018-03-16
9917,3099,11801,2023-09-27
9918,2406,8388,2023-05-31
9919,2604,15575,2023-10-04
9920,463,31204,2022-03-03
9921,590,34654,2018-02-27
9922,1841,44914,2019-06-27
9923,1212,39334,2020-05-08
9924,808,48257,2023-01-31
9925,4341,41822,2017-01-29
9926,3879,3651,2021-11-06
9927,1255,19482,2021-02-05
9928,918,38532,2019-08-11
9929,4628,32112,2020-08-28
9930,1017,40183,2017-12-22
9931,57,15482,2014-12-02
9932,3952,4194,2023-03-08
9933,1692,13737,2021-03-31
9934,1106,42722,2018-08-03
9935,3088,30397,2024-04-09
9936,3061,30629,2016-11-09
9937,704,32407,2019-03-09
9938,4493,38108,2015-11-28
9939,4839,33840,2016-07-27
9940,2145,3921,2017-04-23
9941,1834,20417,2018-08-14
9942,3501,3289,2019-02-23
9943,4770,7288,2023-05-10
9944,2484,19038,2022-06-02
9945,4876,22774,2018-06-10
9946,3515,39768,2024-05-20
9947,4860,17288,2022-06-30
9948,354,37698,2021-12-21
9949,1598,29308,2014-12-04
9950,77,1829,2014-10-22
9951,102,29726,2021-07-09
9952,2342,20188,2016-12-14
9953,4665,10433,2016-10-28
9954,1081,33625,2014-07-13
9955,2861,40004,2017-08-22
9956,4139,49609,2020-10-12
9957,4513,47684,2019-12-19
9958,2237,9097,2015-08-21
9959,4155,21954,2015-07-29
9960,2010,19190,2022-02-21
9961,4432,46310,2017-11-03
9962,559,25563,2016-09-30
9963,2497,43187,2024-04-05
9964,2656,12127,2022-11-20
9965,769,2156,2017-06-05
9966,3507,35294,2020-10-21
9967,3283,28663,2020-07-28
9968,3319,10231,2022-11-21
9969,4008,1050,2024-01-12
9970,2361,39009,2017-03-24
9971,758,45151,2021-08-26
9972,1517,45871,2024-02-20
9973,2355,6630,2018-11-03
9974,2695,32367,2018-10-18
9975,4523,23491,2015-03-08
9976,2750,357,2020-01-05
9977,3159,20458,2021-08-01
9978,3168,3131,2015-02-16
9979,4217,42658,2022-10-26
9980,4241,27941,2021-07-27
9981,4590,44932,2016-07-17
9982,3230,4605,2017-12-09
9983,4071,25412,2021-01-03
9984,4219,47736,2017-03-17
9985,3373,29081,2022-10-10
9986,4511,49672,2022-07-08
9987,2786,1384,2020-09-06
9988,3429,35219,2014-12-21
9989,786,2552,2023-02-10
9990,293,37832,2019-01-02
9991,4428,46327,2017-10-15
9992,2672,37579,2019-04-12
9993,4904,13313,2021-08-27
9994,1248,33821,2022-02-20
9995,215,11866,2021-11-22
9996,2038,8898,2018-03-21
9997,222,14360,2020-05-23
9998,1602,39915,2022-09-12
9999,4854,28331,2021-07-14
10000,1688,32679,2023-06-28
10001,4885,48351,2020-12-02
10002,1934,18361,2015-10-19
10003,4511,26980,2023-05-24
10004,3734,32355,2023-09-15
10005,2626,27297,2016-05-03
10006,2823,2296,2015-04-06
10007,3047,3011,2018-01-24
10008,3768,26051,2015-10-19
10009,3331,24201,2020-06-12
10010,1052,37907,2015-09-30
10011,780,20478,2019-11-04
10012,338,4900,2015-02-12
10013,2373,44685,2016-09-21
10014,2801,48534,2021-11-04
10015,4901,42414,2018-10-17
10016,172,2472,2024-01-17
10017,60,43118,2014-11-03
10018,2399,14212,2016-06-09
10019,3570,14433,2016-09-22
10020,2266,11077,2019-07-20
10021,4178,31945,2020-05-09
10022,3822,12523,2019-03-30
10023,1959,20014,2014-07-09
10024,1721,11282,2016-02-03
10025,4082,47500,2022-09-20
10026,3694,46068,2023-07-22
10027,4113,19286,2017-10-05
10028,3432,1370,2019-03-13
10029,3177,5159,2022-02-13
10030,3309,46674,2023-09-03
10031,4916,42127,2022-02-22
10032,2566,3620,2024-03-07
10033,2294,7845,2018-09-04
10034,4171,44104,2014-05-29
10035,586,33001,2015-01-09
10036,2237,24723,2021-12-08
10037,1341,35983,2019-10-24
10038,4109,11075,2016-01-19
10039,2247,13075,2017-08-13
10040,4605,30544,2017-04-06
10041,2948,21733,2024-01-06
10042,2149,27575,2014-07-13
10043,2643,32001,2017-01-10
10044,3065,7690,2018-01-16
10045,489,39192,2017-11-28
10046,549,18247,2020-08-29
10047,2298,920,2023-09-08
10048,4076,45511,2017-03-26
10049,277,9768,2018-02-13
10050,2378,7578,2015-06-19
10051,2427,12549,2014-10-31
10052,2346,46293,2015-03-26
10053,2440,14749,2015-08-09
10054,3537,9907,2016-04-25
10055,3316,15257,2020-03-07
10056,624,4058,2020-05-22
10057,4168,45025,2024-04-19
10058,2280,48339,2017-04-25
10059,370,28757,2020-02-01
10060,3569,3913,2015-05-20
10061,587,46737,2021-03-30
10062,4542,11118,2015-12-18
10063,776,12996,2017-05-09
10064,4088,48519,2023-09-18
10065,4839,11653,2016-04-29
10066,4447,38275,2017-05-09
10067,4116,49914,2023-10-29
10068,3,3401,2017-04-30
10069,679,22202,2017-03-18
10070,3206,44339,2016-10-11
10071,132,23652,2018-02-17
10072,3029,37160,2017-05-01
10073,426,20784,2021-05-28
10074,1604,5699,2019-03-19
10075,4092,9051,2020-10-31
10076,1254,22175,2019-12-17
10077,374,31936,2022-05-21
10078,4975,34567,2018-01-05
10079,233,12818,2016-07-03
10080,329,9023,2016-09-26
10081,545,5740,2018-08-01
10082,3380,14946,2015-08-11
10083,479,29859,2021-06-23
10084,2971,12864,2020-08-18
10085,4319,41703,2016-12-15
10086,3486,19041,2021-10-02
10087,4586,46946,2018-02-03
10088,787,26035,2016-03-23
10089,996,21048,2022-09-28
10090,3909,28529,2020-07-22
10091,4016,35749,2024-01-16
10092,4951,44774,2017-07-23
10093,3166,42036,2023-10-23
10094,4885,27942,2015-09-12
10095,2238,31718,2023-11-18
10096,460,47279,2019-06-09
10097,2660,14850,2016-08-16
10098,456,24843,2018-09-25
10099,1427,15335,2022-06-14
10100,1778,1910,2022-04-18
10101,4776,7775,2022-03-11
10102,1363,47975,2015-02-09
10103,4887,7520,2017-03-20
10104,3892,6639,2014-08-15
10105,3444,34563,2021-07-21
10106,3052,38924,2022-09-07
10107,4232,29969,2021-10-09
10108,2041,41157,2023-05-22
10109,4790,30738,2019-11-22
10110,4798,16566,2016-08-03
10111,2996,38513,2020-12-22
10112,1943,37649,2022-10-19
10113,147,41740,2023-12-01
10114,1988,20856,2021-04-30
10115,584,46075,2019-02-10
10116,1292,48862,2017-03-11
10117,2835,48021,2018-09-23
10118,3901,43498,2021-11-07
10119,4405,26454,2016-05-07
10120,71,11174,2019-08-06
10121,2170,39182,2022-08-15
10122,4971,3250,2021-06-22
10123,4645,12497,2015-01-08
10124,2780,41749,2017-09-18
10125,4645,10406,2022-09-08
10126,4188,31236,2024-04-10
10127,3589,32578,2018-12-02
10128,4977,45067,2023-10-20
10129,685,24042,2014-12-25
10130,912,8162,2022-01-24
10131,1439,7201,2023-10-02
10132,2934,47831,2017-04-02
10133,4627,24397,2022-04-10
10134,2905,32411,2020-12-14
10135,2308,20616,2015-04-16
10136,3387,34949,2020-09-19
10137,2808,49984,2020-03-17
10138,2418,42764,2019-05-13
10139,1628,35359,2016-01-15
10140,1897,21531,2015-04-27
10141,4327,43495,2019-12-24
10142,3876,15118,2015-05-07
10143,4505,26508,2015-03-11
10144,3974,36379,2018-10-15
10145,3292,5581,2020-02-28
10146,2033,43243,2019-01-09
10147,1329,41811,2018-01-08
10148,1778,47660,2018-08-22
10149,4909,7712,2019-12-07
10150,3882,23430,2019-11-22
10151,3702,23582,2018-02-01
10152,2662,12938,2017-11-16
10153,2193,17726,2016-09-10
10154,1619,34711,2023-06-28
10155,617,36949,2017-07-14
10156,2760,39881,2016-09-16
10157,1035,12341,2023-06-15
10158,1951,46291,2017-03-23
10159,4101,24237,2014-11-10
10160,4417,5670,2014-10-11
10161,3388,15588,2023-01-27
10162,2497,39986,2020-02-28
10163,765,10810,2018-04-16
10164,898,29568,2014-10-03
10165,2066,1586,2021-08-28
10166,4419,23119,2018-03-27
10167,1565,23953,2021-04-04
10168,2600,27668,2023-08-28
10169,610,6332,2021-06-03
10170,773,21537,2020-02-12
10171,3431,31874,2018-05-22
10172,3589,42314,2020-10-05
10173,62,42625,2022-04-20
10174,4171,29009,2020-10-18
10175,503,25322,2018-06-10
10176,1063,30714,2015-04-01
10177,3819,9504,2018-02-05
10178,4160,49046,2015-10-27
10179,2732,15483,2023-09-07
10180,4550,36323,2016-09-29
10181,4457,1578,2021-04-14
10182,535,11807,2017-01-16
10183,3511,33832,2019-10-09
10184,4135,48388,2023-06-18
10185,2265,6978,2023-12-09
10186,3042,39295,2018-11-06
10187,1638,26538,2017-05-13
10188,1267,11218,2021-09-30
10189,1484,33416,2018-01-12
10190,3687,16184,2014-12-22
10191,1411,129,2014-07-15
10192,1578,1058,2022-02-20
10193,3233,29133,2023-03-28
10194,715,35977,2015-09-10
10195,1607,43821,2022-05-22
10196,878,13171,2015-07-22
10197,105,36276,2024-05-16
10198,2479,18018,2015-10-19
10199,4589,26485,2023-08-03
10200,3849,30963,2023-07-17
10201,1652,37851,2019-08-05
10202,3222,46612,2020-08-13
10203,1044,9840,2017-01-23
10204,2227,46929,2021-04-02
10205,4619,5066,2024-03-17
10206,3800,400,2021-01-02
10207,948,34193,2019-01-25
10208,2700,46154,2021-11-08
10209,4569,14867,2020-03-26
10210,1528,46129,2019-02-27
10211,2498,6141,2022-11-05
10212,1494,2968,2022-10-18
10213,1683,21434,2015-05-05
10214,4375,27704,2016-08-17
10215,1296,7430,2021-02-10
10216,185,27099,2017-04-16
10217,4624,16292,2023-02-08
10218,3180,48066,2019-04-24
10219,2439,20032,2022-12-20
10220,1251,26090,2016-10-04
10221,3959,19027,2015-12-27
10222,2308,18406,2022-02-23
10223,765,14213,2023-08-04
10224,3444,49590,2022-10-13
10225,2612,29579,2020-06-07
10226,3000,5460,2019-03-04
10227,601,16114,2015-07-25
10228,4128,18266,2022-03-03
10229,2029,45656,2016-06-08
10230,3425,33915,2016-06-08
10231,3277,37059,2014-07-29
10232,4612,18498,2019-03-01
10233,2354,13639,2021-02-27
10234,3250,32845,2020-03-21
10235,2285,45320,2018-05-05
10236,4647,28251,2018-11-12
10237,4235,22077,2019-06-16
10238,4093,49753,2020-02-04
10239,436,23748,2023-03-17
10240,4499,49487,2014-08-17
10241,3435,42134,2017-05-12
10242,4423,42715,2018-04-15
10243,3867,35278,2015-12-08
10244,4013,36192,2021-07-04
10245,3176,15781,2015-05-31
10246,4116,20369,2018-03-31
10247,1678,27773,2024-04-19
10248,838,5526,2019-08-18
10249,1408,23734,2023-06-13
10250,3486,25956,2016-07-16
10251,4674,38920,2017-12-22
10252,1228,42338,2019-11-01
10253,2106,4027,2015-01-13
10254,4783,39792,2019-11-16
10255,2479,17145,2022-05-17
10256,3047,44051,2015-09-09
10257,3300,42450,2019-06-03
10258,1769,34808,2016-06-12
10259,4167,46040,2023-10-22
10260,4756,17775,2014-09-09
10261,4963,24927,2020-05-14
10262,37,3796,2017-04-01
10263,3578,16137,2014-08-14
10264,1466,15788,2022-06-23
10265,530,38607,2017-03-02
10266,4499,39973,2022-10-07
10267,2366,40060,2021-09-07
10268,4763,14361,2017-08-09
10269,10,16730,2023-04-09
10270,844,9877,2020-09-30
10271,1824,16166,2017-03-13
10272,2865,39808,2016-02-22
10273,2833,44098,2017-03-27
10274,1507,13245,2016-09-27
10275,1085,10133,2014-11-28
10276,456,25062,2015-06-30
10277,2815,331,2020-06-18
10278,1166,2838,2019-12-16
10279,3797,36272,2019-04-03
10280,3764,49188,2020-04-22
10281,1162,26091,2016-07-17
10282,2062,30308,2018-08-15
10283,1059,26946,2016-08-28
10284,481,18308,2023-08-25
10285,3947,34144,2021-01-26
10286,3855,44217,2017-11-20
10287,2425,2886,2016-01-27
10288,2787,33616,2016-02-20
10289,3669,38649,2015-06-02
10290,1686,10968,2022-08-02
10291,8,17313,2015-04-04
10292,4976,5919,2021-05-21
10293,384,24352,2019-08-23
10294,3439,32129,2015-05-10
10295,214,34697,2022-01-16
10296,3567,31261,2019-03-24
10297,2329,21994,2022-09-10
10298,2124,28857,2017-02-03
10299,762,19085,2020-12-17
10300,2634,11317,2018-01-08
10301,3728,40138,2015-09-30
10302,3019,38740,2016-06-28
10303,2472,30583,2015-07-23
10304,583,19677,2017-01-21
10305,2183,32051,2014-05-30
10306,4273,32735,2016-12-22
10307,4456,26224,2019-12-13
10308,808,2627,2017-05-28
10309,1835,36926,2017-10-19
10310,4367,23465,2021-01-07
10311,2225,41731,2017-10-23
10312,3287,25628,2019-03-07
10313,4939,39337,2021-07-09
10314,4817,106,2018-07-25
10315,4809,43394,2021-12-11
10316,660,38715,2017-09-19
10317,3875,5326,2023-01-06
10318,4969,5733,2023-03-04
10319,4987,13177,2021-09-03
10320,1365,36922,2016-04-13
10321,2125,43056,2020-05-19
10322,611,32427,2016-09-17
10323,544,15725,2016-05-11
10324,2908,49244,2024-02-20
10325,1002,43273,2016-01-02
10326,1983,26904,2019-12-25
10327,3239,22552,2017-02-03
10328,2296,8066,2020-07-22
10329,1472,31441,2017-06-04
10330,3360,36816,2019-09-22
10331,419,45999,2023-05-09
10332,324,21697,2020-06-17
10333,837,20179,2014-08-07
10334,923,6504,2016-10-10
10335,4353,35980,2018-03-28
10336,3649,49288,2022-05-29
10337,2782,8881,2017-08-03
10338,3480,2348,2017-12-26
10339,1316,16555,2023-10-02
10340,4323,21305,2019-11-04
10341,676,11302,2015-07-26
10342,3129,7453,2014-09-24
10343,2236,5272,2024-01-22
10344,3841,13931,2017-08-04
10345,3480,26705,2024-04-27
10346,3638,14208,2021-03-30
10347,456,45406,2019-06-17
10348,4291,15420,2023-06-01
10349,3665,38164,2021-06-06
10350,4931,42729,2017-07-24
10351,1694,41157,2020-06-25
10352,4373,27196,2015-01-26
10353,4307,37523,2021-12-20
10354,4391,25407,2017-08-21
10355,4520,22831,2020-11-02
10356,276,4708,2020-01-09
10357,1272,26569,2019-01-04
10358,1027,44969,2018-06-01
10359,3415,5872,2014-12-14
10360,1818,9859,2023-03-30
10361,4329,35221,2019-05-12
10362,4812,30974,2020-01-31
10363,1131,18780,2021-02-12
10364,2579,44162,2018-05-13
10365,1024,7971,2023-12-13
10366,1590,3528,2023-12-27
10367,3183,30313,2020-01-23
10368,4914,3109,2018-10-29
10369,575,41687,2015-04-20
10370,2172,9230,2020-08-20
10371,1824,9932,2023-01-09
10372,3138,19682,2017-11-11
10373,908,37841,2017-04-08
10374,3741,10666,2019-02-26
10375,837,21082,2023-01-13
10376,3512,31852,2020-04-14
10377,4219,43075,2023-02-14
10378,4613,23167,2020-07-16
10379,3002,13720,2023-11-27
10380,3345,49770,2023-06-22
10381,370,18872,2014-07-11
10382,1209,21153,2018-04-17
10383,4947,1736,2021-06-04
10384,2972,46190,2018-03-26
10385,3669,19864,2019-03-14
10386,1041,20162,2019-12-22
10387,4298,32697,2019-12-23
10388,1145,24342,2021-01-09
10389,1810,33071,2022-07-25
10390,2824,1918,2018-02-28
10391,1348,22209,2020-04-09
10392,4590,16578,2018-10-10
10393,3077,34426,2016-01-07
